chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
chr17	78452181	+	CG	0.0869565217	46.00	4	46	NA	NA	0.0343353119	0.2032493564
chr17	78452182	-	CG	0.1224489796	49.00	6	49	NA	NA	0.0573474776	0.2424466240
chr17	78452184	+	CG	0.0625000000	48.00	3	48	NA	NA	0.0214828431	0.1683569766
chr17	78452185	-	CG	0.0980392157	51.00	5	51	NA	NA	0.0426074450	0.2097848995
chr17	78452190	+	CG	0.1395348837	43.00	6	43	NA	NA	0.0655563427	0.2726387659
chr17	78452191	-	CG	0.1400000000	50.00	7	50	NA	NA	0.0695074526	0.2618645720
chr17	78452195	+	CG	0.0476190476	42.00	2	42	NA	NA	0.0131572486	0.1579013532
chr17	78452196	-	CG	0.0588235294	51.00	3	51	NA	NA	0.0202062729	0.1592487394
chr17	78452205	+	CG	0.0681818182	44.00	3	44	NA	NA	0.0234589702	0.1822532134
chr17	78452206	-	CG	0.0454545455	44.00	2	44	NA	NA	0.0125548464	0.1513527153
chr17	78452207	+	CG	0.1555555556	45.00	7	45	NA	NA	0.0774532531	0.2878419051
chr17	78452208	-	CG	0.0697674419	43.00	3	43	NA	NA	0.0240111538	0.1860926855
chr17	78452212	+	CG	0.0444444444	45.00	2	45	NA	NA	0.0122738690	0.1482777918
chr17	78452213	-	CG	0.0434782609	46.00	2	46	NA	NA	0.0120051936	0.1453252292
chr17	78452226	+	CG	0.0465116279	43.00	2	43	NA	NA	0.0128489903	0.1545577592
chr17	78452227	-	CG	0.0408163265	49.00	2	49	NA	NA	0.0112653969	0.1371328348
chr17	78452228	+	CG	0.0222222222	45.00	1	45	NA	NA	0.0039334975	0.1156694639
chr17	78452229	-	CG	0.0000000000	49.00	0	49	NA	NA	0.0000000000	0.0727002967
chr17	78452230	+	CG	0.0681818182	44.00	3	44	NA	NA	0.0234589702	0.1822532134
chr17	78452231	-	CG	0.0400000000	50.00	2	50	NA	NA	0.0110386527	0.1346033788
chr17	78452236	+	CG	0.0697674419	43.00	3	43	NA	NA	0.0240111538	0.1860926855
chr17	78452237	-	CG	0.0600000000	50.00	3	50	NA	NA	0.0206145964	0.1621734337
chr17	78452238	+	CG	0.0476190476	42.00	2	42	NA	NA	0.0131572486	0.1579013532
chr17	78452239	-	CG	0.0576923077	52.00	3	52	NA	NA	0.0198138127	0.1564275558
chr17	78452241	+	CG	0.1282051282	39.00	5	39	NA	NA	0.0560273495	0.2670604904
chr17	78452242	-	CG	0.1372549020	51.00	7	51	NA	NA	0.0681101533	0.2572195234
chr17	78452260	+	CG	0.0833333333	36.00	3	36	NA	NA	0.0287480893	0.2182701028
chr17	78452261	-	CG	0.0727272727	55.00	4	55	NA	NA	0.0286435965	0.1726017809
chr17	78452270	+	CG	0.0500000000	40.00	2	40	NA	NA	0.0138203771	0.1650417082
chr17	78452271	-	CG	0.0185185185	54.00	1	54	NA	NA	0.0032764033	0.0977166536
chr17	78452277	+	CG	0.0833333333	36.00	3	36	NA	NA	0.0287480893	0.2182701028
chr17	78452278	-	CG	0.0526315789	57.00	3	57	NA	NA	0.0180599681	0.1436977766
chr17	78452298	+	CG	0.0681818182	44.00	3	44	NA	NA	0.0234589702	0.1822532134
chr17	78452299	-	CG	0.1509433962	53.00	8	53	NA	NA	0.0785232426	0.2705450454
chr17	78452309	+	CG	0.0227272727	44.00	1	44	NA	NA	0.0040231484	0.1180797913
chr17	78452310	-	CG	0.0545454545	55.00	3	55	NA	NA	0.0187228760	0.1485329430
chr17	78452312	+	CG	0.2857142857	42.00	12	42	NA	NA	0.1716685874	0.4356749608
chr17	78452313	-	CG	0.2452830189	53.00	13	53	NA	NA	0.1493276271	0.3756681506
chr17	78452320	+	CG	0.0666666667	45.00	3	45	NA	NA	0.0229316165	0.1785687439
chr17	78452321	-	CG	0.0980392157	51.00	5	51	NA	NA	0.0426074450	0.2097848995
chr17	78452324	+	CG	0.1086956522	46.00	5	46	NA	NA	0.0473307608	0.2303810301
chr17	78452325	-	CG	0.0434782609	46.00	2	46	NA	NA	0.0120051936	0.1453252292
chr17	78452326	+	CG	0.1777777778	45.00	8	45	NA	NA	0.0929427893	0.3133010684
chr17	78452327	-	CG	0.0869565217	46.00	4	46	NA	NA	0.0343353119	0.2032493564
chr17	78452342	+	CG	0.1956521739	46.00	9	46	NA	NA	0.1065049044	0.3317153774
chr17	78452343	-	CG	0.0697674419	43.00	3	43	NA	NA	0.0240111538	0.1860926855
chr17	78452344	+	CG	0.2083333333	48.00	10	48	NA	NA	0.1173014780	0.3425917352
chr17	78452345	-	CG	0.1666666667	42.00	7	42	NA	NA	0.0831581130	0.3060429620
chr17	78452348	+	CG	0.1041666667	48.00	5	48	NA	NA	0.0453210509	0.2216768813
chr17	78452349	-	CG	0.2439024390	41.00	10	41	NA	NA	0.1382485575	0.3934363065
chr17	78452363	+	CG	0.1521739130	46.00	7	46	NA	NA	0.0757218623	0.2822441741
chr17	78452364	-	CG	0.1162790698	43.00	5	43	NA	NA	0.0507035299	0.2447944889
chr17	78452368	+	CG	0.1333333333	45.00	6	45	NA	NA	0.0625706363	0.2617758224
chr17	78452369	-	CG	0.2045454545	44.00	9	44	NA	NA	0.1115312782	0.3450086368
chr17	78452378	+	CG	0.1489361702	47.00	7	47	NA	NA	0.0740662609	0.2768589657
chr17	78452379	-	CG	0.1395348837	43.00	6	43	NA	NA	0.0655563427	0.2726387659
chr17	78452384	+	CG	0.1818181818	44.00	8	44	NA	NA	0.0951269256	0.3196083676
chr17	78452385	-	CG	0.2142857143	42.00	9	42	NA	NA	0.1170566853	0.3594013790
chr17	78452386	+	CG	0.0930232558	43.00	4	43	NA	NA	0.0367710451	0.2160298840
chr17	78452387	-	CG	0.1219512195	41.00	5	41	NA	NA	0.0532325800	0.2554450765
chr17	78452388	+	CG	0.0681818182	44.00	3	44	NA	NA	0.0234589702	0.1822532134
chr17	78452389	-	CG	0.1500000000	40.00	6	40	NA	NA	0.0706109171	0.2907262604
chr17	78452392	+	CG	0.2222222222	45.00	10	45	NA	NA	0.1254455187	0.3626957380
chr17	78452393	-	CG	0.1842105263	38.00	7	38	NA	NA	0.0922164845	0.3341916834
chr17	78452394	+	CG	0.1333333333	45.00	6	45	NA	NA	0.0625706363	0.2617758224
chr17	78452395	-	CG	0.1219512195	41.00	5	41	NA	NA	0.0532325800	0.2554450765
chr17	78452435	+	CG	0.0434782609	46.00	2	46	NA	NA	0.0120051936	0.1453252292
chr17	78452436	-	CG	0.0612244898	49.00	3	49	NA	NA	0.0210397650	0.1652074342
chr17	78452440	+	CG	0.0222222222	45.00	1	45	NA	NA	0.0039334975	0.1156694639
chr17	78452441	-	CG	0.0200000000	50.00	1	50	NA	NA	0.0035391681	0.1049568647
chr17	78452461	+	CG	0.0434782609	46.00	2	46	NA	NA	0.0120051936	0.1453252292
chr17	78452462	-	CG	0.0697674419	43.00	3	43	NA	NA	0.0240111538	0.1860926855
chr17	78452463	+	CG	0.0888888889	45.00	4	45	NA	NA	0.0351105481	0.2073385117
chr17	78452464	-	CG	0.0476190476	42.00	2	42	NA	NA	0.0131572486	0.1579013532
chr17	78452482	+	CG	0.0000000000	49.00	0	49	NA	NA	0.0000000000	0.0727002967
chr17	78452483	-	CG	0.0000000000	45.00	0	45	NA	NA	0.0000000000	0.0786542619
chr17	78452499	+	CG	0.0892857143	56.00	5	56	NA	NA	0.0387415773	0.1925623986
chr17	78452500	-	CG	0.0238095238	42.00	1	42	NA	NA	0.0042152955	0.1232148117
chr17	78452552	+	CG	0.0666666667	60.00	4	60	NA	NA	0.0262282741	0.1592557989
chr17	78452553	-	CG	0.0476190476	21.00	1	21	NA	NA	0.0084557695	0.2266981659
chr17	78452565	+	CG	0.0161290323	62.00	1	62	NA	NA	0.0028527937	0.0858692301
chr17	78452566	-	CG	0.0000000000	16.00	0	16	NA	NA	0.0000000000	0.1936134183
chr17	78452578	+	CG	0.0740740741	54.00	4	54	NA	NA	0.0291810553	0.1755435719
chr17	78452579	-	CG	0.0000000000	12.00	0	12	NA	NA	0.0000000000	0.2425007575
chr17	78452591	+	CG	0.1600000000	50.00	8	50	NA	NA	0.0833732136	0.2851448096
chr17	78452592	-	CG	0.0000000000	9.00	0	9	NA	NA	0.0000000000	0.2991527536
chr17	78452610	+	CG	0.0185185185	54.00	1	54	NA	NA	0.0032764033	0.0977166536
chr17	78452611	-	CG	0.1000000000	10.00	1	10	NA	NA	0.0178757495	0.4041563855
chr17	78452613	+	CG	0.0652173913	46.00	3	46	NA	NA	0.0224274545	0.1750300910
chr17	78452614	-	CG	0.0909090909	11.00	1	11	NA	NA	0.0162317523	0.3773646255
chr17	78452639	+	CG	0.0000000000	47.00	0	47	NA	NA	0.0000000000	0.0755601712
chr17	78452640	-	CG	0.0000000000	9.00	0	9	NA	NA	0.0000000000	0.2991527536
chr17	78452655	+	CG	0.0000000000	59.00	0	59	NA	NA	0.0000000000	0.0611314798
chr17	78452656	-	CG	0.0000000000	11.00	0	11	NA	NA	0.0000000000	0.2588400172
chr17	78452697	+	CG	0.0000000000	58.00	0	58	NA	NA	0.0000000000	0.0621199969
chr17	78452698	-	CG	0.0000000000	19.00	0	19	NA	NA	0.0000000000	0.1681843654
chr17	78452728	+	CG	0.2000000000	50.00	10	50	NA	NA	0.1124362995	0.3303737210
chr17	78452729	-	CG	0.1578947368	19.00	3	19	NA	NA	0.0552037104	0.3756592764
chr17	78452735	+	CG	0.0192307692	52.00	1	52	NA	NA	0.0034027204	0.1012074627
chr17	78452736	-	CG	0.3125000000	16.00	5	16	NA	NA	0.1416443505	0.5559606813
chr17	78452750	+	CG	0.0909090909	44.00	4	44	NA	NA	0.0359216115	0.2115951940
chr17	78452751	-	CG	0.3333333333	15.00	5	15	NA	NA	0.1517610069	0.5828687485
chr17	78452763	+	CG	0.0277777778	36.00	1	36	NA	NA	0.0049202803	0.1417003374
chr17	78452764	-	CG	0.1333333333	15.00	2	15	NA	NA	0.0373604699	0.3788249921
chr17	78452765	+	CG	0.0294117647	34.00	1	34	NA	NA	0.0052107719	0.1491590222
chr17	78452766	-	CG	0.0714285714	14.00	1	14	NA	NA	0.0127218861	0.3146926955
chr17	78452780	+	CG	0.1818181818	33.00	6	33	NA	NA	0.0861065123	0.3438856705
chr17	78452781	-	CG	0.0625000000	16.00	1	16	NA	NA	0.0111190573	0.2832926837
chr17	78452782	+	CG	0.0312500000	32.00	1	32	NA	NA	0.0055377174	0.1574460780
chr17	78452783	-	CG	0.0625000000	16.00	1	16	NA	NA	0.0111190573	0.2832926837
chr17	78452811	+	CG	0.4857142857	35.00	17	35	NA	NA	0.3299398039	0.6443146037
chr17	78452812	-	CG	0.5384615385	13.00	7	13	NA	NA	0.2914343243	0.7679424570
chr17	78452819	+	CG	0.1212121212	33.00	4	33	NA	NA	0.0481608327	0.2732584325
chr17	78452820	-	CG	0.0833333333	12.00	1	12	NA	NA	0.0148647095	0.3538859218
chr17	78452836	+	CG	0.1388888889	36.00	5	36	NA	NA	0.0608172536	0.2865985128
chr17	78452837	-	CG	0.1000000000	10.00	1	10	NA	NA	0.0178757495	0.4041563855
chr17	78452885	+	CG	0.0232558140	43.00	1	43	NA	NA	0.0041169812	0.1205926786
chr17	78452886	-	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78452893	+	CG	0.2093023256	43.00	9	43	NA	NA	0.1142270600	0.3520593179
chr17	78452894	-	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78452911	+	CG	0.0212765957	47.00	1	47	NA	NA	0.0037656710	0.1111323652
chr17	78452912	-	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78452932	+	CG	0.1777777778	45.00	8	45	NA	NA	0.0929427893	0.3133010684
chr17	78452971	+	CG	0.0697674419	43.00	3	43	NA	NA	0.0240111538	0.1860926855
chr17	78452972	-	CG	0.0000000000	4.00	0	4	NA	NA	0.0000000000	0.4899000204
chr17	78453019	+	CG	0.1470588235	34.00	5	34	NA	NA	0.0644934638	0.3012838817
chr17	78453020	-	CG	0.4000000000	10.00	4	10	NA	NA	0.1681775812	0.6873304525
chr17	78453025	+	CG	0.3750000000	32.00	12	32	NA	NA	0.2293366847	0.5474589941
chr17	78453026	-	CG	0.9090909091	11.00	10	11	NA	NA	0.6226353745	0.9837682477
chr17	78453040	+	CG	0.2666666667	30.00	8	30	NA	NA	0.1418249555	0.4444830204
chr17	78453041	-	CG	0.2777777778	18.00	5	18	NA	NA	0.1249956915	0.5087307755
chr17	78453042	+	CG	0.2758620690	29.00	8	29	NA	NA	0.1469858134	0.4571747634
chr17	78453043	-	CG	0.3333333333	18.00	6	18	NA	NA	0.1627855436	0.5625093066
chr17	78453067	+	CG	0.1000000000	20.00	2	20	NA	NA	0.0278658940	0.3010382064
chr17	78453068	-	CG	0.2592592593	27.00	7	27	NA	NA	0.1317020842	0.4467893040
chr17	78453156	+	CG	0.6666666667	9.00	6	9	NA	NA	0.3541973475	0.8794184013
chr17	78453157	-	CG	0.9047619048	42.00	38	42	NA	NA	0.7793460477	0.9623383612
chr17	78453162	+	CG	1.0000000000	8.00	8	8	NA	NA	0.6755843805	1.0000000000
chr17	78453163	-	CG	0.9500000000	40.00	38	40	NA	NA	0.8349582918	0.9861796229
chr17	78453186	+	CG	0.0000000000	8.00	0	8	NA	NA	0.0000000000	0.3244156195
chr17	78453187	-	CG	0.0638297872	47.00	3	47	NA	NA	0.0219449870	0.1716287793
chr17	78453204	+	CG	0.5714285714	7.00	4	7	NA	NA	0.2504542304	0.8417830777
chr17	78453205	-	CG	0.4347826087	46.00	20	46	NA	NA	0.3020904596	0.5775281722
chr17	78453252	+	CG	0.1666666667	6.00	1	6	NA	NA	0.0300525859	0.5635094366
chr17	78453253	-	CG	0.6250000000	32.00	20	32	NA	NA	0.4525410059	0.7706633153
chr17	78453310	+	CG	1.0000000000	3.00	3	3	NA	NA	0.4384939196	1.0000000000
chr17	78453311	-	CG	0.8400000000	25.00	21	25	NA	NA	0.6534598602	0.9359665239
chr17	78453314	+	CG	1.0000000000	3.00	3	3	NA	NA	0.4384939196	1.0000000000
chr17	78453315	-	CG	0.8000000000	25.00	20	25	NA	NA	0.6086866446	0.9113954590
chr17	78453357	-	CG	0.6250000000	24.00	15	24	NA	NA	0.4270961904	0.7884086657
chr17	78453403	+	CG	1.0000000000	2.00	2	2	NA	NA	0.3423719529	1.0000000000
chr17	78453404	-	CG	0.9259259259	27.00	25	27	NA	NA	0.7663002271	0.9794457783
chr17	78453415	+	CG	1.0000000000	2.00	2	2	NA	NA	0.3423719529	1.0000000000
chr17	78453416	-	CG	0.7419354839	31.00	23	31	NA	NA	0.5675352757	0.8629845626
chr17	78453502	+	CG	1.0000000000	8.00	8	8	NA	NA	0.6755843805	1.0000000000
chr17	78453503	-	CG	0.8571428571	28.00	24	28	NA	NA	0.6850982696	0.9430108707
chr17	78453622	+	CG	0.9333333333	15.00	14	15	NA	NA	0.7018292245	0.9881334114
chr17	78453623	-	CG	0.9285714286	14.00	13	14	NA	NA	0.6853073045	0.9872781139
chr17	78453628	+	CG	0.8666666667	15.00	13	15	NA	NA	0.6211750079	0.9626395301
chr17	78453629	-	CG	1.0000000000	14.00	14	14	NA	NA	0.7846829881	1.0000000000
chr17	78453820	+	CG	0.5555555556	27.00	15	27	NA	NA	0.3731271948	0.7241440233
chr17	78453821	-	CG	1.0000000000	1.00	1	1	NA	NA	0.2065432915	1.0000000000
chr17	78453865	+	CG	0.9512195122	41.00	39	41	NA	NA	0.8386073304	0.9865193377
chr17	78453866	-	CG	1.0000000000	1.00	1	1	NA	NA	0.2065432915	1.0000000000
chr17	78453894	+	CG	0.8750000000	40.00	35	40	NA	NA	0.7388757933	0.9454058023
chr17	78453895	-	CG	1.0000000000	1.00	1	1	NA	NA	0.2065432915	1.0000000000
chr17	78454028	+	CG	0.7428571429	35.00	26	35	NA	NA	0.5793037573	0.8583713127
chr17	78454029	-	CG	0.9000000000	10.00	9	10	NA	NA	0.5958436145	0.9821242505
chr17	78454044	+	CG	0.7931034483	29.00	23	29	NA	NA	0.6160955339	0.9015406348
chr17	78454045	-	CG	1.0000000000	10.00	10	10	NA	NA	0.7224598312	1.0000000000
chr17	78454072	+	CG	0.5454545455	22.00	12	22	NA	NA	0.3465947329	0.7307998557
chr17	78454073	-	CG	0.8888888889	9.00	8	9	NA	NA	0.5649937852	0.9801096287
chr17	78454230	+	CG	0.7916666667	24.00	19	24	NA	NA	0.5952915551	0.9075531090
chr17	78454231	-	CG	1.0000000000	4.00	4	4	NA	NA	0.5100999796	1.0000000000
chr17	78454241	+	CG	0.9600000000	25.00	24	25	NA	NA	0.8045552759	0.9929039496
chr17	78454242	-	CG	1.0000000000	4.00	4	4	NA	NA	0.5100999796	1.0000000000
chr17	78454254	+	CG	0.9600000000	25.00	24	25	NA	NA	0.8045552759	0.9929039496
chr17	78454255	-	CG	1.0000000000	4.00	4	4	NA	NA	0.5100999796	1.0000000000
chr17	78454262	+	CG	0.7619047619	21.00	16	21	NA	NA	0.5490841803	0.8937214361
chr17	78454263	-	CG	0.7500000000	4.00	3	4	NA	NA	0.3006360524	0.9544139374
chr17	78454338	+	CG	0.7380952381	42.00	31	42	NA	NA	0.5893098002	0.8469751463
chr17	78454339	-	CG	1.0000000000	1.00	1	1	NA	NA	0.2065432915	1.0000000000
chr17	78454399	+	CG	0.9512195122	41.00	39	41	NA	NA	0.8386073304	0.9865193377
chr17	78454400	-	CG	0.7500000000	4.00	3	4	NA	NA	0.3006360524	0.9544139374
chr17	78454464	+	CG	1.0000000000	31.00	31	31	NA	NA	0.8897409993	1.0000000000
chr17	78454465	-	CG	0.6666666667	6.00	4	6	NA	NA	0.2999883213	0.9032306674
chr17	78454474	+	CG	0.8148148148	27.00	22	27	NA	NA	0.6330094349	0.9181941343
chr17	78454475	-	CG	0.6666666667	6.00	4	6	NA	NA	0.2999883213	0.9032306674
chr17	78454591	+	CG	0.9090909091	22.00	20	22	NA	NA	0.7218461934	0.9747051037
chr17	78454592	-	CG	1.0000000000	2.00	2	2	NA	NA	0.3423719529	1.0000000000
chr17	78454643	+	CG	0.8620689655	29.00	25	29	NA	NA	0.6944064229	0.9450264915
chr17	78454727	+	CG	0.8444444444	45.00	38	45	NA	NA	0.7121580949	0.9225467469
chr17	78454728	-	CG	0.5000000000	2.00	1	2	NA	NA	0.0945286548	0.9054713452
chr17	78454750	+	CG	0.6785714286	56.00	38	56	NA	NA	0.5482239416	0.7859917211
chr17	78454751	-	CG	1.0000000000	3.00	3	3	NA	NA	0.4384939196	1.0000000000
chr17	78454832	+	CG	0.6718750000	64.00	43	64	NA	NA	0.5499887623	0.7742960423
chr17	78454833	-	CG	0.7500000000	4.00	3	4	NA	NA	0.3006360524	0.9544139374
chr17	78454879	+	CG	0.9104477612	67.00	61	67	NA	NA	0.8180703630	0.9583096171
chr17	78454880	-	CG	1.0000000000	3.00	3	3	NA	NA	0.4384939196	1.0000000000
chr17	78454895	+	CG	0.6190476190	63.00	39	63	NA	NA	0.4955840401	0.7288271051
chr17	78454896	-	CG	1.0000000000	2.00	2	2	NA	NA	0.3423719529	1.0000000000
chr17	78454922	+	CG	0.6724137931	58.00	39	58	NA	NA	0.5442381364	0.7791687612
chr17	78454923	-	CG	0.2500000000	4.00	1	4	NA	NA	0.0455860626	0.6993639476
chr17	78454957	+	CG	0.8679245283	53.00	46	53	NA	NA	0.7515949119	0.9345222980
chr17	78454958	-	CG	0.6250000000	8.00	5	8	NA	NA	0.3057378546	0.8631582405
chr17	78454967	+	CG	0.8333333333	54.00	45	54	NA	NA	0.7126323220	0.9097571001
chr17	78454968	-	CG	0.8333333333	12.00	10	12	NA	NA	0.5519636426	0.9530358524
