chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
chr17	78452184	+	CG	0.5000000000	48.00	24	48	NA	NA	0.3638909893	0.6361090107
chr17	78452185	-	CG	0.4117647059	51.00	21	51	NA	NA	0.2875419299	0.5483490725
chr17	78452190	+	CG	0.4418604651	43.00	19	43	NA	NA	0.3043308562	0.5889264193
chr17	78452191	-	CG	0.3800000000	50.00	19	50	NA	NA	0.2586259584	0.5184980498
chr17	78452195	+	CG	0.5238095238	42.00	22	42	NA	NA	0.3772221394	0.6664063552
chr17	78452196	-	CG	0.4117647059	51.00	21	51	NA	NA	0.2875419299	0.5483490725
chr17	78452205	+	CG	0.5227272727	44.00	23	44	NA	NA	0.3793522014	0.6624524206
chr17	78452206	-	CG	0.4090909091	44.00	18	44	NA	NA	0.2768764388	0.5559050735
chr17	78452207	+	CG	0.4222222222	45.00	19	45	NA	NA	0.2896848798	0.5669946720
chr17	78452208	-	CG	0.3720930233	43.00	16	43	NA	NA	0.2437613889	0.5214046173
chr17	78452212	+	CG	0.4666666667	45.00	21	45	NA	NA	0.3293490394	0.6092279114
chr17	78452213	-	CG	0.3913043478	46.00	18	46	NA	NA	0.2639302236	0.5354341628
chr17	78452226	+	CG	0.4418604651	43.00	19	43	NA	NA	0.3043308562	0.5889264193
chr17	78452227	-	CG	0.3673469388	49.00	18	49	NA	NA	0.2466498252	0.5073318861
chr17	78452228	+	CG	0.4666666667	45.00	21	45	NA	NA	0.3293490394	0.6092279114
chr17	78452229	-	CG	0.4081632653	49.00	20	49	NA	NA	0.2821503461	0.5475293003
chr17	78452230	+	CG	0.4318181818	44.00	19	44	NA	NA	0.2968250416	0.5777610926
chr17	78452231	-	CG	0.3600000000	50.00	18	50	NA	NA	0.2413856297	0.4985923799
chr17	78452236	+	CG	0.4186046512	43.00	18	43	NA	NA	0.2838433434	0.5667168424
chr17	78452237	-	CG	0.3600000000	50.00	18	50	NA	NA	0.2413856297	0.4985923799
chr17	78452238	+	CG	0.4285714286	42.00	18	42	NA	NA	0.2911742952	0.5779402209
chr17	78452239	-	CG	0.3846153846	52.00	20	52	NA	NA	0.2647027133	0.5204037306
chr17	78452241	+	CG	0.3333333333	39.00	13	39	NA	NA	0.2063276611	0.4902289568
chr17	78452242	-	CG	0.3137254902	51.00	16	51	NA	NA	0.2032750967	0.4502725752
chr17	78452260	+	CG	0.3333333333	36.00	12	36	NA	NA	0.2021442477	0.4966630291
chr17	78452261	-	CG	0.4000000000	55.00	22	55	NA	NA	0.2811830379	0.5318743909
chr17	78452270	+	CG	0.4500000000	40.00	18	40	NA	NA	0.3070507528	0.6017117011
chr17	78452271	-	CG	0.4444444444	54.00	24	54	NA	NA	0.3200225688	0.5762458609
chr17	78452277	+	CG	0.4166666667	36.00	15	36	NA	NA	0.2714033351	0.5780003034
chr17	78452278	-	CG	0.4561403509	57.00	26	57	NA	NA	0.3337239950	0.5840953917
chr17	78452298	+	CG	0.5681818182	44.00	25	44	NA	NA	0.4222389074	0.7031749584
chr17	78452299	-	CG	0.4905660377	53.00	26	53	NA	NA	0.3612402936	0.6211669575
chr17	78452309	+	CG	0.6136363636	44.00	27	44	NA	NA	0.4662330985	0.7427900111
chr17	78452310	-	CG	0.6000000000	55.00	33	55	NA	NA	0.4681256091	0.7188169621
chr17	78452312	+	CG	0.3809523810	42.00	16	42	NA	NA	0.2499952090	0.5318623178
chr17	78452313	-	CG	0.4150943396	53.00	22	53	NA	NA	0.2926070831	0.5490581762
chr17	78452320	+	CG	0.5777777778	45.00	26	45	NA	NA	0.4330053280	0.7103151202
chr17	78452321	-	CG	0.5686274510	51.00	29	51	NA	NA	0.4326506124	0.6949897191
chr17	78452324	+	CG	0.5652173913	46.00	26	46	NA	NA	0.4224718278	0.6979095404
chr17	78452325	-	CG	0.6304347826	46.00	29	46	NA	NA	0.4859983315	0.7547644049
chr17	78452326	+	CG	0.4888888889	45.00	22	45	NA	NA	0.3495678935	0.6299577567
chr17	78452327	-	CG	0.5869565217	46.00	27	46	NA	NA	0.4433924239	0.7171160670
chr17	78452342	+	CG	0.4565217391	46.00	21	46	NA	NA	0.3215451042	0.5982006503
chr17	78452343	-	CG	0.6279069767	43.00	27	43	NA	NA	0.4785953827	0.7562386111
chr17	78452344	+	CG	0.4166666667	48.00	20	48	NA	NA	0.2884945973	0.5571891778
chr17	78452345	-	CG	0.5714285714	42.00	24	42	NA	NA	0.4220597791	0.7088257048
chr17	78452348	+	CG	0.5208333333	48.00	25	48	NA	NA	0.3832899564	0.6552890998
chr17	78452349	-	CG	0.4878048780	41.00	20	41	NA	NA	0.3425418724	0.6351574068
chr17	78452363	+	CG	0.5217391304	46.00	24	46	NA	NA	0.3813717215	0.6587554012
chr17	78452364	-	CG	0.6279069767	43.00	27	43	NA	NA	0.4785953827	0.7562386111
chr17	78452368	+	CG	0.5333333333	45.00	24	45	NA	NA	0.3907720886	0.6706509606
chr17	78452369	-	CG	0.5227272727	44.00	23	44	NA	NA	0.3793522014	0.6624524206
chr17	78452378	+	CG	0.4468085106	47.00	21	47	NA	NA	0.3141074747	0.5875478626
chr17	78452379	-	CG	0.5813953488	43.00	25	43	NA	NA	0.4332831576	0.7161566566
chr17	78452384	+	CG	0.3636363636	44.00	16	44	NA	NA	0.2378333413	0.5113389272
chr17	78452385	-	CG	0.5000000000	42.00	21	42	NA	NA	0.3552574592	0.6447425408
chr17	78452386	+	CG	0.4418604651	43.00	19	43	NA	NA	0.3043308562	0.5889264193
chr17	78452387	-	CG	0.5853658537	41.00	24	41	NA	NA	0.4336683536	0.7224366917
chr17	78452388	+	CG	0.4545454545	44.00	20	44	NA	NA	0.3170500779	0.5993406783
chr17	78452389	-	CG	0.5500000000	40.00	22	40	NA	NA	0.3982882989	0.6929492472
chr17	78452392	+	CG	0.3333333333	45.00	15	45	NA	NA	0.2135869221	0.4792978319
chr17	78452393	-	CG	0.5000000000	38.00	19	38	NA	NA	0.3484967553	0.6515032447
chr17	78452394	+	CG	0.4000000000	45.00	18	45	NA	NA	0.2702467945	0.5454840579
chr17	78452395	-	CG	0.5121951220	41.00	21	41	NA	NA	0.3648425932	0.6574581276
chr17	78452435	+	CG	0.3260869565	46.00	15	46	NA	NA	0.2086576456	0.4703253726
chr17	78452436	-	CG	0.2857142857	49.00	14	49	NA	NA	0.1784943494	0.4240914921
chr17	78452440	+	CG	0.3111111111	45.00	14	45	NA	NA	0.1952852546	0.4566507999
chr17	78452441	-	CG	0.3000000000	50.00	15	50	NA	NA	0.1910338909	0.4375061228
chr17	78452461	+	CG	0.2826086957	46.00	13	46	NA	NA	0.1732404154	0.4254883573
chr17	78452462	-	CG	0.1395348837	43.00	6	43	NA	NA	0.0655563427	0.2726387659
chr17	78452463	+	CG	0.2222222222	45.00	10	45	NA	NA	0.1254455187	0.3626957380
chr17	78452464	-	CG	0.1428571429	42.00	6	42	NA	NA	0.0671587568	0.2784138235
chr17	78452482	+	CG	0.1836734694	49.00	9	49	NA	NA	0.0997622884	0.3135787157
chr17	78452483	-	CG	0.1333333333	45.00	6	45	NA	NA	0.0625706363	0.2617758224
chr17	78452499	+	CG	0.0714285714	56.00	4	56	NA	NA	0.0281255812	0.1697568283
chr17	78452500	-	CG	0.0952380952	42.00	4	42	NA	NA	0.0376616388	0.2206539523
chr17	78452552	+	CG	0.1666666667	60.00	10	60	NA	NA	0.0931307720	0.2803185150
chr17	78452553	-	CG	0.0952380952	21.00	2	21	NA	NA	0.0265182088	0.2891458386
chr17	78452565	+	CG	0.1935483871	62.00	12	62	NA	NA	0.1143369642	0.3085203175
chr17	78452566	-	CG	0.1875000000	16.00	3	16	NA	NA	0.0659147877	0.4300935987
chr17	78452578	+	CG	0.1666666667	54.00	9	54	NA	NA	0.0902428999	0.2873676780
chr17	78452579	-	CG	0.1666666667	12.00	2	12	NA	NA	0.0469641476	0.4480363574
chr17	78452591	+	CG	0.1000000000	50.00	5	50	NA	NA	0.0434751240	0.2136049033
chr17	78452592	-	CG	0.1111111111	9.00	1	9	NA	NA	0.0198903713	0.4350062148
chr17	78452610	+	CG	0.2037037037	54.00	11	54	NA	NA	0.1177393409	0.3290256172
chr17	78452611	-	CG	0.0000000000	10.00	0	10	NA	NA	-0.0000000000	0.2775401688
chr17	78452613	+	CG	0.1521739130	46.00	7	46	NA	NA	0.0757218623	0.2822441741
chr17	78452614	-	CG	0.0000000000	11.00	0	11	NA	NA	0.0000000000	0.2588400172
chr17	78452639	+	CG	0.1276595745	47.00	6	47	NA	NA	0.0598452278	0.2517421337
chr17	78452640	-	CG	0.0000000000	9.00	0	9	NA	NA	0.0000000000	0.2991527536
chr17	78452655	+	CG	0.1186440678	59.00	7	59	NA	NA	0.0586750828	0.2252387577
chr17	78452656	-	CG	0.0000000000	11.00	0	11	NA	NA	0.0000000000	0.2588400172
chr17	78452697	+	CG	0.1551724138	58.00	9	58	NA	NA	0.0838439742	0.2693422306
chr17	78452698	-	CG	0.2631578947	19.00	5	19	NA	NA	0.1180623834	0.4879196844
chr17	78452728	+	CG	0.1400000000	50.00	7	50	NA	NA	0.0695074526	0.2618645720
chr17	78452729	-	CG	0.2631578947	19.00	5	19	NA	NA	0.1180623834	0.4879196844
chr17	78452735	+	CG	0.3461538462	52.00	18	52	NA	NA	0.2315082807	0.4819669778
chr17	78452736	-	CG	0.2500000000	16.00	4	16	NA	NA	0.1018190198	0.4949876893
chr17	78452750	+	CG	0.3636363636	44.00	16	44	NA	NA	0.2378333413	0.5113389272
chr17	78452751	-	CG	0.2666666667	15.00	4	15	NA	NA	0.1089727610	0.5195088966
chr17	78452763	+	CG	0.5000000000	36.00	18	36	NA	NA	0.3447406762	0.6552593238
chr17	78452764	-	CG	0.5333333333	15.00	8	15	NA	NA	0.3011663015	0.7519077474
chr17	78452765	+	CG	0.5294117647	34.00	18	34	NA	NA	0.3673644042	0.6854874837
chr17	78452766	-	CG	0.5714285714	14.00	8	14	NA	NA	0.3259026690	0.7861949007
chr17	78452780	+	CG	0.3636363636	33.00	12	33	NA	NA	0.2218696617	0.5338412738
chr17	78452781	-	CG	0.5625000000	16.00	9	16	NA	NA	0.3317819561	0.7690163666
chr17	78452782	+	CG	0.5312500000	32.00	17	32	NA	NA	0.3644923793	0.6913087010
chr17	78452783	-	CG	0.5625000000	16.00	9	16	NA	NA	0.3317819561	0.7690163666
chr17	78452811	+	CG	0.1428571429	35.00	5	35	NA	NA	0.0626013880	0.2937588031
chr17	78452812	-	CG	0.0769230769	13.00	1	13	NA	NA	0.0137100664	0.3331453393
chr17	78452819	+	CG	0.3939393939	33.00	13	33	NA	NA	0.2468288223	0.5631685719
chr17	78452820	-	CG	0.5000000000	12.00	6	12	NA	NA	0.2537781704	0.7462218296
chr17	78452836	+	CG	0.3055555556	36.00	11	36	NA	NA	0.1800427028	0.4685657868
chr17	78452837	-	CG	0.5000000000	10.00	5	10	NA	NA	0.2365895936	0.7634104064
chr17	78452885	+	CG	0.3023255814	43.00	13	43	NA	NA	0.1860182795	0.4510564575
chr17	78452886	-	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78452893	+	CG	0.1162790698	43.00	5	43	NA	NA	0.0507035299	0.2447944889
chr17	78452894	-	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78452911	+	CG	0.2553191489	47.00	12	47	NA	NA	0.1525300605	0.3950844914
chr17	78452912	-	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78452932	+	CG	0.1555555556	45.00	7	45	NA	NA	0.0774532531	0.2878419051
chr17	78452971	+	CG	0.3255813953	43.00	14	43	NA	NA	0.2049311518	0.4748406749
chr17	78452972	-	CG	1.0000000000	4.00	4	4	NA	NA	0.5100999796	1.0000000000
chr17	78453019	+	CG	0.4117647059	34.00	14	34	NA	NA	0.2636573779	0.5777869585
chr17	78453020	-	CG	0.6000000000	10.00	6	10	NA	NA	0.3126695475	0.8318224188
chr17	78453025	+	CG	0.1562500000	32.00	5	32	NA	NA	0.0686431911	0.3175449255
chr17	78453026	-	CG	0.0909090909	11.00	1	11	NA	NA	0.0162317523	0.3773646255
chr17	78453040	+	CG	0.2333333333	30.00	7	30	NA	NA	0.1179223921	0.4092867233
chr17	78453041	-	CG	0.2777777778	18.00	5	18	NA	NA	0.1249956915	0.5087307755
chr17	78453042	+	CG	0.2413793103	29.00	7	29	NA	NA	0.1221826819	0.4210795222
chr17	78453043	-	CG	0.1666666667	18.00	3	18	NA	NA	0.0583647040	0.3922249964
chr17	78453067	+	CG	0.3000000000	20.00	6	20	NA	NA	0.1454752740	0.5189767762
chr17	78453068	-	CG	0.2592592593	27.00	7	27	NA	NA	0.1317020842	0.4467893040
chr17	78453156	+	CG	0.2222222222	9.00	2	9	NA	NA	0.0632237623	0.5474166563
chr17	78453157	-	CG	0.0952380952	42.00	4	42	NA	NA	0.0376616388	0.2206539523
chr17	78453162	+	CG	0.0000000000	8.00	0	8	NA	NA	0.0000000000	0.3244156195
chr17	78453163	-	CG	0.0500000000	40.00	2	40	NA	NA	0.0138203771	0.1650417082
chr17	78453186	+	CG	1.0000000000	8.00	8	8	NA	NA	0.6755843805	1.0000000000
chr17	78453187	-	CG	0.8297872340	47.00	39	47	NA	NA	0.6985994893	0.9111374191
chr17	78453204	+	CG	0.4285714286	7.00	3	7	NA	NA	0.1582169223	0.7495457696
chr17	78453205	-	CG	0.4347826087	46.00	20	46	NA	NA	0.3020904596	0.5775281722
chr17	78453252	+	CG	0.8333333333	6.00	5	6	NA	NA	0.4364905634	0.9699474141
chr17	78453253	-	CG	0.2187500000	32.00	7	32	NA	NA	0.1102369693	0.3875533079
chr17	78453310	+	CG	0.0000000000	3.00	0	3	NA	NA	0.0000000000	0.5615060804
chr17	78453311	-	CG	0.1200000000	25.00	3	25	NA	NA	0.0416674136	0.2995619218
chr17	78453314	+	CG	0.0000000000	3.00	0	3	NA	NA	0.0000000000	0.5615060804
chr17	78453315	-	CG	0.1600000000	25.00	4	25	NA	NA	0.0640334761	0.3465401398
chr17	78453357	-	CG	0.2916666667	24.00	7	24	NA	NA	0.1491446033	0.4916806366
chr17	78453403	+	CG	0.0000000000	2.00	0	2	NA	NA	0.0000000000	0.6576280471
chr17	78453404	-	CG	0.0740740741	27.00	2	27	NA	NA	0.0205542217	0.2336997729
chr17	78453415	+	CG	0.0000000000	2.00	0	2	NA	NA	0.0000000000	0.6576280471
chr17	78453416	-	CG	0.2258064516	31.00	7	31	NA	NA	0.1139499159	0.3981276006
chr17	78453502	+	CG	0.0000000000	8.00	0	8	NA	NA	0.0000000000	0.3244156195
chr17	78453503	-	CG	0.0000000000	28.00	0	28	NA	NA	0.0000000000	0.1206472037
chr17	78453622	+	CG	0.0666666667	15.00	1	15	NA	NA	0.0118665886	0.2981707755
chr17	78453623	-	CG	0.0714285714	14.00	1	14	NA	NA	0.0127218861	0.3146926955
chr17	78453628	+	CG	0.1333333333	15.00	2	15	NA	NA	0.0373604699	0.3788249921
chr17	78453629	-	CG	0.0000000000	14.00	0	14	NA	NA	0.0000000000	0.2153170119
chr17	78453820	+	CG	0.2962962963	27.00	8	27	NA	NA	0.1585285332	0.4848103338
chr17	78453821	-	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78453865	+	CG	0.0487804878	41.00	2	41	NA	NA	0.0134806623	0.1613926696
chr17	78453866	-	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78453894	+	CG	0.1000000000	40.00	4	40	NA	NA	0.0395788876	0.2305207438
chr17	78453895	-	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78454028	+	CG	0.0857142857	35.00	3	35	NA	NA	0.0295818310	0.2237959907
chr17	78454029	-	CG	0.1000000000	10.00	1	10	NA	NA	0.0178757495	0.4041563855
chr17	78454044	+	CG	0.0689655172	29.00	2	29	NA	NA	0.0191208641	0.2196494760
chr17	78454045	-	CG	0.0000000000	10.00	0	10	NA	NA	-0.0000000000	0.2775401688
chr17	78454072	+	CG	0.2727272727	22.00	6	22	NA	NA	0.1315058202	0.4815212370
chr17	78454073	-	CG	0.1111111111	9.00	1	9	NA	NA	0.0198903713	0.4350062148
chr17	78454230	+	CG	0.2083333333	24.00	5	24	NA	NA	0.0924468910	0.4047084449
chr17	78454231	-	CG	0.0000000000	4.00	0	4	NA	NA	0.0000000000	0.4899000204
chr17	78454241	+	CG	0.0400000000	25.00	1	25	NA	NA	0.0070960504	0.1954447241
chr17	78454242	-	CG	0.0000000000	4.00	0	4	NA	NA	0.0000000000	0.4899000204
chr17	78454254	+	CG	0.0400000000	25.00	1	25	NA	NA	0.0070960504	0.1954447241
chr17	78454255	-	CG	0.0000000000	4.00	0	4	NA	NA	0.0000000000	0.4899000204
chr17	78454262	+	CG	0.2380952381	21.00	5	21	NA	NA	0.1062785639	0.4509158197
chr17	78454263	-	CG	0.2500000000	4.00	1	4	NA	NA	0.0455860626	0.6993639476
chr17	78454338	+	CG	0.0714285714	42.00	3	42	NA	NA	0.0245899636	0.1900971329
chr17	78454339	-	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78454399	+	CG	0.0000000000	41.00	0	41	NA	NA	0.0000000000	0.0856704489
chr17	78454400	-	CG	0.2500000000	4.00	1	4	NA	NA	0.0455860626	0.6993639476
chr17	78454464	+	CG	0.0000000000	31.00	0	31	NA	NA	-0.0000000000	0.1102590007
chr17	78454465	-	CG	0.1666666667	6.00	1	6	NA	NA	0.0300525859	0.5635094366
chr17	78454474	+	CG	0.1851851852	27.00	5	27	NA	NA	0.0818058657	0.3669905651
chr17	78454475	-	CG	0.1666666667	6.00	1	6	NA	NA	0.0300525859	0.5635094366
chr17	78454591	+	CG	0.0000000000	22.00	0	22	NA	NA	0.0000000000	0.1486595257
chr17	78454592	-	CG	0.0000000000	2.00	0	2	NA	NA	0.0000000000	0.6576280471
chr17	78454643	+	CG	0.0344827586	29.00	1	29	NA	NA	0.0061130566	0.1717589106
chr17	78454727	+	CG	0.1111111111	45.00	5	45	NA	NA	0.0484040044	0.2349937549
chr17	78454728	-	CG	0.0000000000	2.00	0	2	NA	NA	0.0000000000	0.6576280471
chr17	78454750	+	CG	0.2500000000	56.00	14	56	NA	NA	0.1551691522	0.3769289200
chr17	78454751	-	CG	0.0000000000	3.00	0	3	NA	NA	0.0000000000	0.5615060804
chr17	78454832	+	CG	0.2187500000	64.00	14	64	NA	NA	0.1350219746	0.3343301633
chr17	78454833	-	CG	0.2500000000	4.00	1	4	NA	NA	0.0455860626	0.6993639476
chr17	78454879	+	CG	0.0447761194	67.00	3	67	NA	NA	0.0153436969	0.1235803251
chr17	78454880	-	CG	0.0000000000	3.00	0	3	NA	NA	0.0000000000	0.5615060804
chr17	78454895	+	CG	0.3333333333	63.00	21	63	NA	NA	0.2294944981	0.4563298987
chr17	78454896	-	CG	0.0000000000	2.00	0	2	NA	NA	0.0000000000	0.6576280471
chr17	78454922	+	CG	0.2758620690	58.00	16	58	NA	NA	0.1775220368	0.4020489963
chr17	78454923	-	CG	0.7500000000	4.00	3	4	NA	NA	0.3006360524	0.9544139374
chr17	78454957	+	CG	0.0943396226	53.00	5	53	NA	NA	0.0409720374	0.2025397567
chr17	78454958	-	CG	0.3750000000	8.00	3	8	NA	NA	0.1368417595	0.6942621454
chr17	78454967	+	CG	0.0925925926	54.00	5	54	NA	NA	0.0402005421	0.1991012753
chr17	78454968	-	CG	0.0833333333	12.00	1	12	NA	NA	0.0148647095	0.3538859218
